,Locality,Precinct ID,Precinct Name,Num Precincts
59,HENRY COUNTY,"503,504,102,402,603,502,303,305,602,601,204,405,401,103,501,404,101,203,202,304,201,302,604,505","STANLEYTOWN,OAK LEVEL,GUNVILLE,DANIELS CREEK,RIDGEWAY #1,FIGSBORO,IRISBURG,MOUNTAIN VALLEY,HILLCREST,FONTAINE,SPENCER,MOUNTAIN VIEW,COLLINSVILLE NUMBER 1,SCOTT'S TANYARD,BASSETT NUMBER ONE,COLLINSVILLE NUMBER 2,BASSETT NUMBER TWO,HORSEPASTURE #2,HORSEPASTURE #1,MOUNT OLIVET,FIELDALE,AXTON,RIDGEWAY #2,DYERS STORE",24
60,HIGHLAND COUNTY,"010,008,007,001,003,005","HEADWATERS,MCDOWELL,MILL GAP,MONTEREY,WILSONS MILL,BLUE GRASS",6
61,HOPEWELL CITY,"401,201,501,301,701,101,601","WARD FOUR,WARD TWO,WARD FIVE,WARD THREE,WARD SEVEN,WARD ONE,WARD SIX",7
62,ISLE OF WIGHT COUNTY,"102,101,402,401,505,201,301,503,302,502,504,501,403,202","CYPRESS CREEK,SMITHFIELD,WINDSOR,COURTHOUSE,RAYNOR,BARTLETT,RUSHMERE,CARRSVILLE,PONS,CAMPS MILL,ZUNI,WALTERS,LONGVIEW,CARROLLTON",14
63,JAMES CITY COUNTY,"201,103,401,304,102,202,403,301,504,203,303,204,402,503,302,101,501,104,502","JAMESTOWN A,BERKELEY C,STONEHOUSE A,POWHATAN D,BERKELEY B,JAMESTOWN B,STONEHOUSE C,POWHATAN A,ROBERTS D,JAMESTOWN C,POWHATAN C,JAMESTOWN D,STONEHOUSE B,ROBERTS C,POWHATAN B,BERKELEY A,ROBERTS A,BERKELEY D,ROBERTS B",19
64,KING & QUEEN COUNTY,"501,401,301,201,101","OLDMILL,COURTHOUSE,SHACKLEFORDS,CLARKS,OWENTON",5
65,KING GEORGE COUNTY,"201,401,301,101,102","MONROE,SHILOH,DAHLGREN,COURTHOUSE,PASSAPATANZY",5
66,KING WILLIAM COUNTY,"202,301,101,201,501,401","COURTHOUSE,AYLETT,WEST POINT,SWEET HALL,MANGOHICK,MANQUIN",6
67,LANCASTER COUNTY,"101,401,301,302,201,501","PRECINCT 1-1,PRECINCT 4-1,PRECINCT 3-1,PRECINCT 3-2,PRECINCT 2-1,PRECINCT 5-1",6
68,LEE COUNTY,"401,302,203,101,201,403,102,301,502,503,501,404,103,504,402,202","STICKLEYVILLE,WOODWAY,JONESVILLE,ELYDALE,BLACKWATER,SEMINARY,EWING,BEN HUR,PENNINGTON,ROBBINS CHAPEL,SAINT CHARLES,DRYDEN,ROSE HILL,KEOKEE,JASPER,FLATWOODS",16
69,LEXINGTON CITY,001,LEXINGTON,1
70,LOUDOUN COUNTY,"701,705,621,213,303,125,422,413,312,321,708,629,623,214,311,817,219,319,119,402,208,314,810,414,507,320,622,218,416,120,502,207,310,421,820,302,628,620,403,615,707,818,411,118,709,505,710,822,510,305,122,114,617,217,209,301,112,315,308,408,814,117,504,509,123,318,409,503,508,626,619,309,215,625,210,813,307,216,506,316,420,121,703,107,815,407,108,627,501,313,124,808,702,401,819,616","SULLY,FOREST GROVE,DOMINION TRAIL,COUNTRYSIDE,HILLSBORO,ROCK RIDGE,SYCOLIN CREEK,TUSCARORA,BRIAR WOODS,BRAMBLETON MIDDLE,SENECA,DISCOVERY,WELLER,SUGARLAND NORTH,ROUND HILL ELEMENTARY,SANDERS CORNER,GALILEE CHURCH,JOHN CHAMPE,ARCOLA,WATERFORD,ALGONKIAN,LEGACY,CEDAR LANE,RED ROCK,GREENWAY,STONE HILL,FARMWELL STATION,UNIVERSITY CENTER,HAMILTON,LUNSFORD,EAST LEESBURG,RIVER BEND,MOUNTAIN VIEW,BETWEEN THE HILLS,BELMONT STATION,ROUND HILL,MOOREFIELD STATION,RUSSELL BRANCH,LUCKETTS,HILLSIDE,CLAUDE MOORE PARK,BROAD RUN,EAST LOVETTSVILLE,MOOREFIELD,MIRROR RIDGE,COOL SPRING,STERLING,RIVERSIDE,HERITAGE,PHILOMONT,HUTCHISON FARM,DULLES SOUTH,OAK GROVE,SOUTH BANK,POTOMAC FALLS,PURCELLVILLE,FREEDOM,FIREHOUSE,ST LOUIS,EVERGREEN,NEWTON,CARTER,SMARTS MILL,TOLBERT,CARDINAL RIDGE,MADISON'S TRUST,CLARKES GAP,DRY MILL,BALLS BLUFF,ASHBY PONDS,RIDGETOP,ALDIE,SUGARLAND SOUTH,MILL RUN,CASCADES,SELDENS LANDING,MIDDLEBURG,LOWES ISLAND,BRANDON PARK,CREIGHTON'S CORNER,RIVER CREEK,TOWN HALL,ROLLING RIDGE,LITTLE RIVER,BELMONT RIDGE,HARPER PARK,MERCER,ASHBROOK,WEST LEESBURG,PINEBROOK,LIBERTY,STONE BRIDGE,PARK VIEW,WEST LOVETTSVILLE,HERITAGE CHURCH,EAGLE RIDGE",96
71,LOUISA COUNTY,"201,602,702,401,501,102,503,302,202,502,601,301,101,402,701","LOUISA #1,LOCUST CREEK,SOUTH ANNA,MINERAL,FREDERICKS HALL,MECHANICSVILLE,ELK CREEK,PATRICK HENRY #2,LOUISA #2,CUCKOO,BUMPASS,PATRICK HENRY NO 1,ZION,YANCEYVILLE,SHELTONS MILL",15
72,LUNENBURG COUNTY,"201,401,601,701,502,302,501,402,101,702,301","BROWNS STORE,ARROWHEAD GUN CLUB,HOUNDS CREEK,MEHERRIN FIRE DEPARTMENT,PEOPLES COMMUNITY CENTER,FLAT ROCK,REEDY CREEK,PLEASANT GROVE,PLYMOUTH,VICTORIA PUBLIC LIBRARY,ROSEBUD",11
73,LYNCHBURG CITY,"104,301,304,305,401,302,202,102,101,103,204,201,303,404,402,105,203,403","FIRST WARD FOURTH PRECINCT,THIRD WARD FIRST PRECINCT,THIRD WARD FOURTH PRECINCT,THIRD WARD FIFTH PRECINCT,FOURTH WARD FIRST PRECINCT,THIRD WARD SECOND PRECINCT,SECOND WARD SECOND PRECINCT,FIRST WARD SECOND PRECINCT,FIRST WARD FIRST PRECINCT,FIRST WARD THIRD PRECINCT,SECOND WARD FOURTH PRECINCT,SECOND WARD FIRST PRECINCT,THIRD WARD THIRD PRECINCT,FOURTH WARD FOURTH PRECINCT,FOURTH WARD SECOND PRECINCT,FIRST WARD FIFTH PRECINCT,SECOND WARD THIRD PRECINCT,FOURTH WARD THIRD PRECINCT",18
74,MADISON COUNTY,"002,005,009,006,008,004,001,007,003","RADIANT,MADISON,ETLAN,WOLFTOWN,CRIGLERSVILLE,GRAVES MILL,OAK PARK,BRIGHTWOOD,ROCHELLE",9
75,MANASSAS CITY,"001,002,006,005,003,004","DEAN,WEEMS,ROUND,BALDWIN,METZ,HAYDON",6
76,MANASSAS PARK CITY,"003,001,002","PRECINCT THREE,PRECINCT ONE,PRECINCT TWO",3
77,MARTINSVILLE CITY,"006,002,005,003,001,004","PRECINCT #6,PRECINCT #2,PRECINCT #5,PRECINCT #3,PRECINCT #1,PRECINCT #4",6
78,MATHEWS COUNTY,"003,002,001","PIANKATANK,WESTVILLE,CHESAPEAKE",3
79,MECKLENBURG COUNTY,"604,801,601,202,101,803,103,603,401,701,501,302,203,802,102,201,402,902,903,301,602,901,702","LAKE GASTON,FINCHLEY,BASKERVILLE,BLUESTONE SENIOR HIGH SCHOOL,WRIGHTS STORE,CHASE CITY ELEMENTARY SCHOOL,SOUTH CLARKSVILLE,SMITH CROSSROADS,AMERICAN LEGION HALL,CHASE CITY,SOUTH HILL,LACROSSE,CHASE CITY VFW POST,BLUESTONE,PEARSONS STORE,BOYDTON,PARK VIEW MIDDLE SCHOOL,BUFFALO SPRINGS,CLARKSVILLE,BRACEY,UNION LEVEL,AVERETT,SUNSHINE",23
80,MIDDLESEX COUNTY,"102,201,501,401,101,302","URBANNA,NEW MARKET,WILTON,HARMONY VILLAGE,SALUDA,CHURCH VIEW",6
81,MONTGOMERY COUNTY,"501,503,401,701,304,302,402,405,203,303,702,201,204,202,602,301,101,102,502,603,404,601,403,103","PRECINCT E-1,PRECINCT E-3,PRECINCT D-1,PRECINCT G-1,PRECINCT C-4,PRECINCT C-2,PRECINCT D-2,PRECINCT D-5,PRECINCT B-3,PRECINCT C-3,PRECINCT G-2,PRECINCT B-1,PRECINCT B-4,PRECINCT B-2,PRECINCT F-2,PRECINCT C-1,PRECINCT A-1,PRECINCT A-2,PRECINCT E-2,PRECINCT F-3,PRECINCT D-4,PRECINCT F-1,PRECINCT D-3,PRECINCT A-3",24
82,NELSON COUNTY,"201,501,502,101,301,402,302,202,401","LOVINGSTON,FABER,NELLYSFORD,ROCKFISH,SHIPMAN,MONTEBELLO,GLADSTONE,SCHUYLER,ROSELAND",9
83,NEW KENT COUNTY,"502,202,102,301,302,103,201,403,501,401","CHICKAHOMINY RIVER,KENTWOOD,TUNSTALL,WATKINS,CUMBERLAND,SOUTHERN BRANCH,QUINTON,MOUNTCASTLE,ELTHAM,PROVIDENCE FORGE",10
84,NEWPORT NEWS CITY,"108,216,317,307,210,219,102,106,309,306,215,318,104,101,218,312,305,308,209,303,316,202,203,314,208,319,310,213,302,109,315,304,201,107,110,205,217,103,211,320,204,105,212,311,313","LEE HALL,YATES,WASHINGTON,HUNTINGTON,NELSON,DEER PARK,EPES,RESERVOIR,MAGRUDER,DUNBAR,WARWICK,WILSON,MCINTOSH,DENBIGH,KILN CREEK,NEWSOME PARK,DOWNTOWN,JEFFERSON,HILTON,CARVER,SOUTH MORRISON,BOULEVARD,CHARLES,RIVER,HIDENWOOD,SAUNDERS,MARSHALL,SANFORD,BRIARFIELD,WINDSOR,SEDGEFIELD,CHESTNUT,BLAND,RICHNECK,GREENWOOD,DEEP CREEK,RIVERVIEW,JENKINS,PALMER,WATKINS,WELLESLEY,OYSTER POINT,RIVERSIDE,NEWMARKET,REED",45
85,NORFOLK CITY,"203,309,218,406,501,201,304,306,212,215,210,507,411,101,207,415,511,408,214,103,403,211,510,311,213,310,303,505,402,409,506,217,106,412,404,313,413,405,102,509,305,302,504,512,503,208,414,104,301","GHENT SQUARE,NORVIEW,WILLARD,BARRON BLACK,BAYVIEW,LARCHMONT SCHOOL,COLEMAN PLACE SCHOOL,LINDENWOOD,PARK PLACE,SUBURBAN PARK,MAURY,PRETLOW,RUFFNER ACADEMY,GRANBY,LAMBERT'S POINT,LAKE TAYLOR HIGH SCHOOL,CROSSROADS,EASTON,STUART,NORTHSIDE,BRAMBLETON,CHRYSLER MUSEUM,THIRD PRESBYTERIAN,SHERWOOD,TAYLOR ELEMENTARY SCHOOL,ROSEMONT,BROAD CREEK,LITTLE CREEK,BERKLEY,FAIRLAWN,OCEAN VIEW CENTER,WESLEY,SECOND PRESBYTERIAN,INGLESIDE,CAMPOSTELLA,UNION CHAPEL,POPLAR HALLS,CHESTERFIELD,OCEAN VIEW SCHOOL,TARRALLTON,LAFAYETTE-WINONA,TANNERS CREEK,LARRYMORE,AZALEA GARDENS,EAST OCEAN VIEW,LARCHMONT LIBRARY,YOUNG PARK,TITUSTOWN,BALLENTINE",49
86,NORTHAMPTON COUNTY,"301,101,501,201,401","PRECINCT 3-1,PRECINCT 1-1,PRECINCT 5-1,PRECINCT 2-1,PRECINCT 4-1",5
87,NORTHUMBERLAND COUNTY,"101,501,201,401,302,301","1A,5A,2A,4A,3B,3A",6
88,NORTON CITY,001,EAST WARD,1
89,NOTTOWAY COUNTY,"501,402,401,302,101,301,102,201,202","PRECINCT 5-1,PRECINCT 4-2,PRECINCT 4-1,PRECINCT 3-2,PRECINCT 1-1,PRECINCT 3-1,PRECINCT 1-2,PRECINCT 2-1,PRECINCT 2-2",9
90,ORANGE COUNTY,"502,202,101,301,402,401,201,102,302,501","FIVE NORTH,TWO EAST,ONE WEST,THREE WEST,FOUR EAST,FOUR WEST,TWO WEST,ONE EAST,THREE EAST,FIVE SOUTH",10
91,PAGE COUNTY,"101,301,201,501,401","WEST LURAY,MARKSVILLE,EAST LURAY,SHENANDOAH,NEWPORT",5
92,PATRICK COUNTY,"502,201,102,401,202,302,101,503,402,103,301,203,501","ELAMSVILLE,DRY POND,CLAUDVILLE,MEADOWS OF DAN,PATRICK SPRINGS,LIBERTY,ARARAT,WOOLWINE,STUART FAIRGROUNDS,WILLIS GAP,CRITZ/STELLA,RUSSELL CREEK,STUART COMMUNITY",13
93,PETERSBURG CITY,"101,701,601,501,201,401,301","FIRST WARD FIRST PRECINCT,SEVENTH WARD FIRST PRECINCT,SIXTH WARD FIRST PRECINCT,FIFTH WARD FIRST PRECINCT,SECOND WARD FIRST PRECINCT,FOURTH WARD FIRST PRECINCT,THIRD WARD FIRST PRECINCT",7
94,PITTSYLVANIA COUNTY,"207,704,202,404,605,108,604,307,301,705,501,606,206,204,703,305,503,607,308,105,103,502,201,702,106,603,405,402,309","GRETNA,MT HERMON,BEARSKIN,KENTUCK,WHITMELL,WEST BLAIRS,SWANSONVILLE,EAST BLAIRS,CENTRAL,MT CROSS,HURT,BROSVILLE,CLIMAX,SANDY LEVEL,FERRY ROAD,RICEVILLE,RENAN,DRY FORK,MT AIRY,CHATHAM,TWIN SPRINGS,MOTLEY SYCAMORE,CALLANDS,BACHELORS HALL,TUNSTALL,STONY MILL,RINGGOLD,KEELING,EAST GRETNA",29
95,POQUOSON CITY,"002,003,001","EASTERN,WESTERN,CENTRAL",3
96,PORTSMOUTH CITY,"028,011,005,032,024,023,031,037,001,013,014,035,030,021,016,029,009,027,026,022,020,039,036,017,038,019,007,034,010,025,033","LAKEVIEW ELEMENTARY SCHOOL,MT. HERMON VILLAGE,HAMPTON ROADS COMMUNITY HEALTH CENTER,HODGES MANOR ELEMENTARY SCHOOL,WILLETT HALL,WESTHAVEN BAPTIST CHURCH,WEST PARK CHURCH OF CHRIST,CHURCHLAND MIDDLE SCHOOL,EMANUEL A. M. E. CHURCH,ST. MARK MISSIONARY BAPTIST CHURCH,BRIGHTON ELEMENTARY SCHOOL,CHURCHLAND ELEMENTARY SCHOOL,THE RESCUE CHURCH,JOHN F. KENNEDY COMMUNITY CENTER,CRADOCK MIDDLE SCHOOL,SAINT ANDREW'S UNITED METHODIST CHURCH,THIRD BAPTIST CHURCH,CAVALIER MANOR RECREATION CENTER,WILLIAM E. WATERS MIDDLE SCHOOL,ST. MARK DELIVERANCE CENTER,NOBLE STREET BAPTIST CHURCH,CHURCHLAND PRIMARY AND INTERMEDIATE SCHOOL,SCOTTISH RITE TEMPLE,VICTORY LIFE FELLOWSHIP,GROVE BAPTIST CHURCH,FAIRVIEW HEIGHTS BAPTIST CHURCH,PARK VIEW ELEMENTARY SCHOOL,CHURCHLAND BRANCH LIBRARY,PORT NORFOLK RECREATION CENTER,JOHN TYLER ELEMENTARY SCHOOL,PINECREST BAPTIST CHURCH",31
97,POWHATAN COUNTY,"502,402,103,101,102,202,302,401,501,301,201,503","PINEVILLE,MT ZION,FLAT ROCK,SUBLETTS,MANAKIN,GRACELAND,LEE'S LANDING,POWHATAN COURTHOUSE,SMITH CROSS ROADS,BETHESDA,POWHATAN STATION,TOBACCOVILLE",12
98,PRINCE EDWARD COUNTY,"201,301,601,302,801,401,502,101,701,501","LOCKETT,LEIGH,PROSPECT,MT PLEASANT,CENTER,HAMPDEN,BUFFALO HTS,FARMVILLE,WEST END,DARLINGTON HTS",10
99,PRINCE GEORGE COUNTY,"205,101,103,102,203,104,204,105,201,202","JEFFERSON PARK,RICHARD BLAND,UNION BRANCH,TEMPLETON,BRANDON,RIVES,COURTS BLDG,HARRISON,BLAND,BLACK WATER",10
100,PRINCE WILLIAM COUNTY,"511,710,402,215,605,202,209,305,403,107,510,303,607,313,611,413,509,507,206,610,213,608,705,207,310,208,204,309,314,311,514,407,601,702,408,410,214,709,101,110,504,712,301,302,112,513,711,201,512,210,109,604,505,102,706,111,404,409,506,104,609,405,106,203,401,701,306,103,707,411,508,211,406,603,501,212,307,304,503,412,703,312,704,108,606,708,105,308,602,502,205","WESTRIDGE,POWELLS CREEK,BATTLEFIELD,ROSA PARKS,MINNIEVILLE,MARSHALL,INDEPENDENT HILL,PATTIE,BULL RUN,MARSTELLER,YATES FORD,GRAHAM PARK,KERRYDALE,CARDINAL,NEABSCO,REAGAN,MC COART,CHINN,COLES,FITZGERALD,SARATOGA,ENTERPRISE,POTOMAC VIEW,SPRIGGS,FOREST PARK,HYLTON,ELLIS,ASHLAND,CABIN BRANCH,SWANS CREEK,ANTIETAM,HERITAGE HUNT,DALE,LIBRARY,SUDLEY,MOUNTAIN VIEW,LUCASVILLE,FREEDOM,BRENTSVILLE,BUCKLAND MILLS,ROCKLEDGE,LEESYLVANIA,DUMFRIES,POTOMAC,BURKE-NICKENS,LYNNWOOD,GRAYSON,SAUNDERS,YORK,PENN,PINEY BRANCH,GIDEON,MOHICAN,CEDAR POINT,RIPPON,BRISTOW RUN,BEN LOMOND,TYLER,BETHEL,NOKESVILLE,KING,STONEWALL,WESTGATE,BENNETT,EVERGREEN,BELMONT,WASHINGTON-REID,GLENKIRK,KILBY,MULLEN,SPRINGWOODS,SIGNAL HILL,ALVEY,HAMPTON,LAKE RIDGE,YORKSHIRE,HENDERSON,QUANTICO,OLD BRIDGE,CATHARPIN,LYNN,TRIANGLE,PORTER,VICTORY,BEL AIR,RIVER OAKS,LIMESTONE,MONTCLAIR,BEVILLE,OCCOQUAN,BUCKHALL",91
101,PULASKI COUNTY,"401,203,202,201,501,101,102,103,304,301,402,302","MASSIE,NEWBERN,SOUTH PULASKI,DRAPER,ROBINSON,BELSPRING,NEW RIVER,WEST CLOYD,SNOWVILLE,DUBLIN,WALKER,HIWASSEE",12
102,RADFORD CITY,"002,001,003","CENTRAL PRECINCT,EAST PRECINCT,WEST PRECINCT",3
103,RAPPAHANNOCK COUNTY,"501,502,301,201,101,401","CHESTER GAP,FLINT HILL,SPERRYVILLE,AMISSVILLE,WASHINGTON,SCRABBLE",6
104,RICHMOND CITY,"811,814,603,505,606,310,806,812,304,604,102,911,414,705,308,301,409,309,101,510,602,105,903,208,306,203,112,607,508,908,410,413,902,106,207,702,204,214,206,706,810,701,707,802,910,111,503,404,213,504,104,509,402,113,307,412,303,708,609,305,909,114,302,501,610,115,703","EIGHT HUNDRED ELEVEN,EIGHT HUNDRED FOURTEEN,SIX HUNDRED THREE,FIVE HUNDRED FIVE,SIX HUNDRED SIX,THREE HUNDRED TEN,EIGHT HUNDRED SIX,EIGHT HUNDRED TWELVE,THREE HUNDRED FOUR,SIX HUNDRED FOUR,ONE HUNDRED TWO,NINE HUNDRED ELEVEN,FOUR HUNDRED FOURTEEN,SEVEN HUNDRED FIVE,THREE HUNDRED EIGHT,THREE HUNDRED ONE,FOUR HUNDRED NINE,THREE HUNDRED NINE,ONE HUNDRED ONE,FIVE HUNDRED TEN,SIX HUNDRED TWO,ONE HUNDRED FIVE,NINE HUNDRED THREE,TWO HUNDRED EIGHT,THREE HUNDRED SIX,TWO HUNDRED THREE,ONE HUNDRED TWELVE,SIX HUNDRED SEVEN,FIVE HUNDRED EIGHT,NINE HUNDRED EIGHT,FOUR HUNDRED TEN,FOUR HUNDRED THIRTEEN,NINE HUNDRED TWO,ONE HUNDRED SIX,TWO HUNDRED SEVEN,SEVEN HUNDRED TWO,TWO HUNDRED FOUR,TWO HUNDRED FOURTEEN,TWO HUNDRED SIX,SEVEN HUNDRED SIX,EIGHT HUNDRED TEN,SEVEN HUNDRED ONE,SEVEN HUNDRED SEVEN,EIGHT HUNDRED TWO,NINE HUNDRED TEN,ONE HUNDRED ELEVEN,FIVE HUNDRED THREE,FOUR HUNDRED FOUR,TWO HUNDRED THIRTEEN,FIVE HUNDRED FOUR,ONE HUNDRED FOUR,FIVE HUNDRED NINE,FOUR HUNDRED TWO,ONE HUNDRED THIRTEEN,THREE HUNDRED SEVEN,FOUR HUNDRED TWELVE,THREE HUNDRED THREE,SEVEN HUNDRED EIGHT,SIX HUNDRED NINE,THREE HUNDRED FIVE,NINE HUNDRED NINE,ONE HUNDRED FOURTEEN,THREE HUNDRED TWO,FIVE HUNDRED ONE,SIX HUNDRED TEN,ONE HUNDRED FIFTEEN,SEVEN HUNDRED THREE",67
105,RICHMOND COUNTY,"101,301,201,501,401","PRECINCT 1-1,PRECINCT 3-1,PRECINCT 2-1,PRECINCT 5-1,PRECINCT 4-1",5
106,ROANOKE CITY,"011,016,017,009,020,007,013,001,008,006,002,014,018,012,019,010,005,015,004,003","RALEIGH COURT,DEYERLE,LEE-HI,HIGHLAND,EUREKA PARK,SOUTHEAST,GARDEN CITY,PETERS CREEK,LINCOLN TERRACE,HOLLINS ROAD,GRANDVIEW,CRYSTAL SPRING,SUMMIT HILLS,SOUTH ROANOKE,FOREST PARK,OLD SOUTHWEST-WASENA,EAST GATE,GRANDIN COURT,WILLIAMSON ROAD,PRESTON PARK",20
107,ROANOKE COUNTY,"402,404,203,504,303,202,301,501,406,104,105,304,101,106,403,502,103,306,204,102,507,107,205,305,405,108,505,201,503,506,206,302","BONSACK,SOUTH VINTON,MOUNTAIN VIEW,OGDEN,WINDSOR HILLS,BURLINGTON,BENT MOUNTAIN,COTTON HILL,MOUNT PLEASANT,NORTHSIDE,PETERS CREEK,OAK GROVE,CATAWBA,GREEN HILL,NORTH VINTON,PENN FOREST,GLENVAR,GARST MILL,BOTETOURT SPRINGS,MASON VALLEY,HUNTING HILLS,BENNETT SPRINGS,ORCHARDS,CASTLE ROCK,LINDENWOOD,WILDWOOD,CLEARBROOK,PLANTATION,CAVE SPRING,MOUNT VERNON,HOLLINS,POAGES MILL",32
108,ROCKBRIDGE COUNTY,"502,403,303,302,402,101,104,102,202,401,203,503,504,103,501,301,201","MEADOWVIEW,VESUVIUS,FALLING SPRING,NATURAL BRIDGE,MOUNTAIN VIEW,AIRPORT,EFFINGER,BEN SALEM,HIGHLAND BELLE,FAIRFIELD,VO-TECH,ROCKBRIDGE BATHS,ROCKBRIDGE,PLANK ROAD,GOSHEN,MAURY RIVER,COLLIERSTOWN",17
109,ROCKINGHAM COUNTY,"201,306,202,505,102,103,502,203,303,305,205,501,101,105,302,403,405,401,104,402,108,204,503,107,304,504,301,307,106,404","SINGERS GLEN,CROSS KEYS,EDOM,STONY RUN,TIMBERVILLE,FULKS RUN,SWIFT RUN,DAYTON,MELROSE,MASSANETTA SPRINGS,SILVER LAKE,ELKTON,BROADWAY,LACEY SPRING,PORT REPUBLIC,MT CRAWFORD,OTTOBINE,BRIDGEWATER,BERGTON,MONTEZUMA,LITTLE NORTH MOUNTAIN,MT CLINTON,MCGAHEYSVILLE,PLAINS,GROTTOES,SOUTH FORK,KEEZLETOWN,CROSSROADS,TENTH LEGION,NORTH RIVER",30
110,RUSSELL COUNTY,"501,103,304,401,303,302,402,102,202,403,101,301,602,601,201","WEST LEBANON,SOUTH CASTLEWOOD,CLEVELAND,DRILL,NEW GARDEN,DAUGHERTY,SWORDS CREEK,COPPER CREEK,DANTE,HONAKER,MOCCASIN,COOKS MILL,ELK GARDEN,EAST LEBANON,NORTH CASTLEWOOD",15
111,SALEM CITY,"010,006,001,003,007,004,008,002,005,009","HIDDEN VALLEY,SOUTH SALEM NO 1,NORTH SALEM NO 2,BEVERLY HEIGHTS,SOUTH SALEM NO 2,WEST SALEM,EAST SALEM,CONEHURST,NORTH SALEM NO 1,SOUTH SIDE HILLS",10
112,SCOTT COUNTY,"603,503,101,302,504,301,202,204,502,102,602,501,304,401,203,601,303","FAIRVIEW,MANVILLE,WEBER CITY,SNOWFLAKE,RYE COVE,NICKELSVILLE,WEBER CITY EAST,CLARK'S,FORT BLACKMORE,YUMA,DUFFIELD-PATTONSVILLE,DUNGANNON,COPPER CREEK,GATE CITY,HILTONS,CLINCHPORT,TWIN SPRINGS",17
113,SHENANDOAH COUNTY,"601,101,303,302,504,103,304,501,401,503,201,202","STRASBURG,ORKNEY SPRINGS,ST LUKE,EDINBURG,LEBANON CHURCH,NEW MARKET,FORT VALLEY,CEDAR CREEK,WOODSTOCK,TOMS BROOK,CONICVILLE,MT JACKSON",12
114,SMYTH COUNTY,"302,402,202,502,703,701,101,601,201,702,501,401,301,602","ST CLAIR,WEST PARK,RICH VALLEY,WASSONA,KONNAROCK,ADWOLFE,SALTVILLE,ROYAL OAK EAST,SEVEN MILE FORD,SUGAR GROVE,ATKINS,EAST PARK,CHILHOWIE,ROYAL OAK WEST",14
115,SOUTHAMPTON COUNTY,"602,101,201,401,301,502,302,202,102,702,501,601,701","SEDLEY,BERLIN,BOYKINS,DREWRYVILLE,CAPRON,FORKS-OF-THE-RIVER,SEBRELL,BRANCHVILLE,IVOR,NEWSOMS,HUNTERDALE,COURTLAND,BLACKWATER RIVER",13
116,SPOTSYLVANIA COUNTY,"702,202,102,401,504,701,201,301,403,703,101,601,302,603,402,104,602,303,103,502,505,203,704,503,204,501","BRENTS MILL,WILDERNESS FIRE,BLAYDES CORNER,SUMMIT,COURTHOUSE,BATTLEFIELD,WILDERNESS SCHOOL,PLANK ROAD,LEE HILL,FAIRVIEW,PARTLOW,SALEM,HAZEL RUN,PIEDMONT,PARKSIDE,MASSAPONAX,SMITH STATION,RIVERBEND,TRAVELERS REST,BROKENBURG,BROCK,NI RIVER / ELYS FORD,GAYLE,POST OAK,CHANCELLOR,BELMONT",26
117,STAFFORD COUNTY,"104,204,102,504,403,501,702,301,603,303,201,604,502,101,401,703,302,304,404,701,203,601,503,103,202,402,602","COLLEGE,STEFANIGA,ROCKY RUN,GAYLE,BROOKE,GRAFTON,WHITSON,GRIFFIS,WHITE OAK,HARBOUR,ROCK HILL,ENGLAND RUN,FALMOUTH,HARTWOOD,AQUIA,HAMPTON,WIDEWATER,BARRETT,GOVERNMENT ISLAND,WOODLANDS,RUBY,FERRY FARM,DREW,SIMPSON,ROSEVILLE,COURTHOUSE,CHATHAM",27
118,STAUNTON CITY,"401,101,501,201,301","WARD NO 4,WARD NO 1,WARD NO 5,WARD TWO,WARD NO 3",5
119,SUFFOLK CITY,"602,501,401,405,204,305,504,404,704,101,605,603,304,104,706,604,203,402,302,601,301,502,403,702,201,202,102","OLDE TOWNE,KILBYS MILL,AIRPORT,PITTMANTOWN,HILLPOINT,SHOULDERS HILL,LAKE COHOON,BOOKER T WASHINGTON,BURBAGE GRANT,BELLEHARBOUR,HOLLYWOOD,ELEPHANTS FORK/WESTHAVEN,NANSEMOND RIVER,BENNETTS CREEK,HUNTERSVILLE,WILROY,KINGS FORK,WHALEYVILLE,JOHN F KENNEDY,LAKESIDE,WHITE MARSH,HOLLAND,SOUTHSIDE,HARBOURVIEW,EBENEZER,CHUCKATUCK,DRIVER",27
120,SURRY COUNTY,"302,101,501,201,502,401,301","WALLS BRIDGE,SURRY,CLAREMONT,BACONS CASTLE,SPRING GROVE,CARSLEY,DENDRON",7
121,SUSSEX COUNTY,"302,501,101,202,401,301,201,601,602,502,402","WAKEFIELD,HENRY,WAVERLY,LITTLE MILL,MARS HILL,COURTHOUSE,STONY CREEK,BLACKWATER,NEWVILLE,YALE,WEST WAKEFIELD",11
122,TAZEWELL COUNTY,"402,204,203,404,106,302,104,111,501,502,101,209,214,401,109,107,102,305,207,112,301,110,103,303","JEWELL RIDGE,CLEAR FORK,BURKES GARDEN,RAVEN,POCAHONTAS,BAPTIST VALLEY,FALLS MILLS,GAP STORE,SPRINGVILLE,GRAHAM,ABBS VALLEY,JEFFERSONVILLE,THOMPSON VALLEY,RICHLANDS,BISHOP,AMONATE,TIP TOP,POUNDING MILL,FREESTONE,BANDY,CEDAR BLUFF,ADRIA,BOISSEVAIN,WARDELL",24
