LastName,,Trump,Clinton
FirstName,,Donald,Hillary
OfficeTitle,,President and Vice President,President and Vice President
LocalityCode,precinct_name,,
73,PEASLEY,634.0,195.0
73,ROANES,1416.0,520.0
73,SALEM,831.0,295.0
73,SARAHS C,1009.0,510.0
73,WALKER,1086.0,415.0
73,WHITE MA,1127.0,327.0
75,## Provi,10.0,5.0
75,BLAIR RO,713.0,331.0
75,CENTERVI,1238.0,531.0
75,Central ,796.0,613.0
75,FIFE,533.0,366.0
75,GOOCHLAN,0.0,0.0
75,HADENSVI,912.0,480.0
75,MANAKIN,1205.0,566.0
75,SANDY HO,1008.0,763.0
75,SHALLOW ,673.0,458.0
75,THREE SQ,215.0,207.0
77,## Provi,0.0,0.0
77,BAYWOOD,582.0,124.0
77,BRIDLE C,186.0,71.0
77,COMERS R,138.0,41.0
77,Central ,569.0,164.0
77,ELK CREE,352.0,79.0
77,FAIRVIEW,742.0,143.0
77,FLATRIDG,126.0,38.0
77,FRIES,287.0,98.0
77,GRANT,198.0,76.0
77,INDEPEND,889.0,244.0
77,MOUNT RO,178.0,35.0
77,MOUTH OF,109.0,58.0
77,OLDTOWN,290.0,73.0
77,PROVIDEN,667.0,100.0
77,RUGBY,169.0,46.0
77,TROUTDAL,110.0,17.0
79,## Provi,2.0,1.0
79,Central ,560.0,439.0
79,DYKE,615.0,220.0
79,MIDWAY,1426.0,757.0
79,RUCKERSV,1274.0,643.0
79,STANARDS,1311.0,523.0
79,SWIFT RU,757.0,341.0
81,## Provi,1.0,0.0
81,PRECINCT,0.0,0.0
83,## Provi,6.0,7.0
83,1160B,0.0,0.0
83,1160D,0.0,0.0
83,BLACK WA,514.0,222.0
83,CENTER,580.0,271.0
83,CHILDREY,428.0,292.0
83,CLAYS MI,365.0,172.0
83,CLOVER,416.0,404.0
83,COURTHOU,444.0,452.0
83,CROSSROA,294.0,212.0
83,Central ,886.0,708.0
83,DAN RIVE,841.0,419.0
83,HYCO,760.0,265.0
83,LIBERTY,218.0,149.0
83,MEADVILL,111.0,227.0
83,MIDWAY,578.0,104.0
83,MT CARME,596.0,485.0
83,REPUBLIC,395.0,366.0
83,SCOTTSBU,497.0,129.0
83,SINAI,399.0,649.0
83,SOUTH BO,0.0,0.0
83,UNION,205.0,107.0
83,VERNON H,367.0,200.0
83,VIRGILIN,375.0,98.0
85,## Provi,38.0,22.0
85,ASHLAND,623.0,722.0
85,ATLEE,2138.0,1221.0
85,BATTLEFI,1563.0,391.0
85,BEAVERDA,0.0,0.0
85,BERKLEY,499.0,796.0
85,BLACK CR,1694.0,404.0
85,BLUNTS,645.0,363.0
85,CHICKAHO,721.0,476.0
85,CLAY,1277.0,508.0
85,COLD HAR,1687.0,658.0
85,COOL SPR,1117.0,618.0
85,COURTHOU,643.0,477.0
85,Central ,3080.0,2066.0
85,ELMONT,1165.0,684.0
85,FARRINGT,1190.0,478.0
85,GEORGETO,923.0,369.0
85,HANOVER ,882.0,342.0
85,KERSEY C,604.0,325.0
85,LAUREL M,1185.0,460.0
85,LEE DAVI,1410.0,557.0
85,MECHANIC,838.0,565.0
85,MONTPELI,984.0,582.0
85,NEWMAN,1000.0,523.0
85,OAK HILL,368.0,146.0
85,OAK KNOL,944.0,409.0
85,PEBBLE C,759.0,361.0
85,ROCKVILL,1110.0,520.0
85,RURAL PO,1271.0,542.0
85,SHADY GR,1072.0,481.0
85,SLIDING ,878.0,613.0
85,SOUTH AN,654.0,308.0
85,STUDLEY,954.0,236.0
85,TOTOPOTO,740.0,211.0
85,VILLAGE,1863.0,726.0
85,WEST HAN,279.0,145.0
85,WILMINGT,1015.0,447.0
87,## Provi,0.0,0.0
87,ADAMS,71.0,1273.0
87,ANTIOCH,1054.0,363.0
87,AZALEA,125.0,2053.0
87,BELMONT,479.0,1078.0
87,BROOKLAN,235.0,235.0
87,CANTERBU,286.0,259.0
87,CAUSEWAY,624.0,615.0
87,CEDAR FO,124.0,700.0
87,CEDARFIE,942.0,769.0
87,CENTRAL ,35.0,1724.0
87,CHAMBERL,431.0,1327.0
87,CHICKAHO,898.0,741.0
87,COALPIT,1193.0,1272.0
87,CRESTVIE,643.0,907.0
87,Central ,0.0,0.0
87,DERBYSHI,786.0,566.0
87,DONAHOE,431.0,733.0
87,DOREY,871.0,881.0
87,DUMBARTO,505.0,1469.0
87,EANES,379.0,1181.0
87,ELKO,450.0,103.0
87,ESSEX VI,9.0,619.0
87,FAIRFIEL,60.0,1568.0
87,FREEMAN,574.0,606.0
87,GAYTON,1202.0,956.0
87,GLEN ALL,1389.0,1238.0
87,GLEN LEA,180.0,982.0
87,GLENSIDE,326.0,1105.0
87,GODWIN,783.0,810.0
87,GREENDAL,464.0,664.0
87,GREENWOO,202.0,875.0
87,HERMITAG,842.0,1181.0
87,HIGHLAND,0.0,0.0
87,HILLIARD,363.0,491.0
87,HOLLYBRO,170.0,389.0
87,HUNGARY,194.0,825.0
87,HUNGARY ,1288.0,1336.0
87,HUNTON,441.0,284.0
87,INNSBROO,862.0,1046.0
87,JACKSON ,625.0,486.0
87,JOHNSON,310.0,404.0
87,LABURNUM,386.0,1093.0
87,LAKESIDE,783.0,889.0
87,LAKEWOOD,803.0,666.0
87,LAUDERDA,790.0,893.0
87,LONGAN,919.0,1002.0
87,LONGDALE,384.0,710.0
87,MAPLEWOO,79.0,1793.0
87,MAUDE TR,392.0,393.0
87,MAYBEURY,919.0,865.0
87,MEHFOUD,403.0,461.0
87,MONTROSE,285.0,2256.0
87,MONUMENT,330.0,385.0
87,MOODY,318.0,383.0
87,MOORELAN,687.0,411.0
87,MOUNTAIN,228.0,293.0
87,NINE MIL,326.0,503.0
87,NUCKOLS ,1117.0,920.0
87,OAKVIEW,56.0,62.0
87,PEMBERTO,623.0,879.0
87,PINCHBEC,913.0,1096.0
87,PLEASANT,226.0,1830.0
87,POCAHONT,812.0,937.0
87,QUIOCCAS,893.0,1024.0
87,RANDOLPH,46.0,202.0
87,RATCLIFF,127.0,2132.0
87,RIDGE,546.0,505.0
87,RIDGEFIE,1104.0,999.0
87,RIVERS E,1022.0,910.0
87,ROLFE,306.0,2947.0
87,ROLLINGW,586.0,701.0
87,SADLER,917.0,1076.0
87,SANDSTON,997.0,461.0
87,SHADY GR,1239.0,946.0
87,SHORT PU,1259.0,1343.0
87,SKIPWITH,451.0,583.0
87,SPOTTSWO,362.0,385.0
87,SPRINGFI,562.0,780.0
87,STAPLES ,1353.0,1210.0
87,STONEY R,1331.0,1278.0
87,STRATFOR,101.0,156.0
87,SULLIVAN,467.0,903.0
87,SUMMIT C,405.0,525.0
87,THREE CH,963.0,908.0
87,TOWN HAL,399.0,286.0
87,TUCKAHOE,1390.0,940.0
87,TUCKER,608.0,1451.0
87,WELBORNE,485.0,730.0
87,WEST END,920.0,919.0
87,WESTWOOD,554.0,764.0
87,WHITLOCK,916.0,558.0
87,WILDER,233.0,1051.0
87,YELLOW T,869.0,1324.0
89,## Provi,0.0,0.0
89,AXTON,334.0,367.0
89,BASSETT ,0.0,0.0
89,COLLINSV,0.0,0.0
89,Central ,0.0,0.0
89,DANIELS ,522.0,254.0
89,DYERS ST,0.0,0.0
89,FIELDALE,403.0,218.0
89,FIGSBORO,627.0,216.0
89,FONTAINE,722.0,296.0
89,GUNVILLE,774.0,163.0
89,HILLCRES,260.0,183.0
89,HORSEPAS,0.0,0.0
89,IRISBURG,713.0,558.0
89,MOUNT OL,0.0,0.0
89,MOUNTAIN,0.0,0.0
89,OAK LEVE,326.0,125.0
89,RIDGEWAY,0.0,0.0
89,SCOTT'S ,1200.0,370.0
89,SPENCER,855.0,323.0
89,STANLEYT,1049.0,221.0
91,## Provi,0.0,0.0
91,BLUE GRA,163.0,76.0
91,HEADWATE,82.0,13.0
91,MCDOWELL,249.0,71.0
91,MILL GAP,90.0,40.0
91,MONTEREY,300.0,145.0
91,WILSONS ,74.0,26.0
93,## Provi,7.0,3.0
93,BARTLETT,1410.0,684.0
93,CAMPS MI,186.0,238.0
93,CARROLLT,1314.0,812.0
93,CARRSVIL,335.0,198.0
93,COURTHOU,539.0,194.0
93,CYPRESS ,1083.0,646.0
93,Central ,995.0,832.0
93,LONGVIEW,735.0,453.0
93,PONS,620.0,1124.0
93,RAYNOR,449.0,139.0
93,RUSHMERE,737.0,886.0
93,SMITHFIE,1455.0,741.0
93,WALTERS,614.0,184.0
93,WINDSOR,966.0,456.0
93,ZUNI,759.0,291.0
95,## Provi,0.0,0.0
95,104- BER,304.0,330.0
95,BERKELEY,0.0,0.0
95,Central ,0.0,0.0
95,JAMESTOW,0.0,0.0
95,POWHATAN,0.0,0.0
95,ROBERTS ,0.0,0.0
95,STONEHOU,0.0,0.0
97,## Provi,0.0,1.0
97,CLARKS,458.0,226.0
97,COURTHOU,375.0,297.0
97,Central ,167.0,172.0
97,OLDMILL,460.0,144.0
97,OWENTON,265.0,357.0
97,SHACKLEF,374.0,271.0
99,## Provi,3.0,5.0
99,COURTHOU,1203.0,581.0
99,Central ,842.0,559.0
99,DAHLGREN,1329.0,919.0
99,MONROE,1775.0,775.0
99,PASSAPAT,658.0,333.0
99,SHILOH,1531.0,835.0
101,## Provi,8.0,7.0
101,AYLETT,1235.0,370.0
101,COURTHOU,648.0,431.0
101,Central ,321.0,200.0
101,MANGOHIC,1194.0,618.0
101,MANQUIN,1186.0,470.0
101,SWEET HA,381.0,188.0
101,WEST POI,1002.0,476.0
103,## Provi,3.0,7.0
103,Central ,428.0,338.0
103,PRECINCT,0.0,0.0
105,## Provi,1.0,0.0
105,BEN HUR,864.0,182.0
105,BLACKWAT,130.0,33.0
105,Central ,565.0,167.0
105,DRYDEN,576.0,123.0
105,ELYDALE,368.0,90.0
105,EWING,362.0,70.0
105,FLATWOOD,592.0,75.0
105,JASPER,262.0,54.0
105,JONESVIL,799.0,183.0
105,KEOKEE,142.0,34.0
105,PENNINGT,659.0,138.0
105,ROBBINS ,100.0,9.0
105,ROSE HIL,688.0,146.0
105,SAINT CH,238.0,103.0
105,SEMINARY,313.0,53.0
105,STICKLEY,307.0,78.0
105,WOODWAY,577.0,89.0
107,## Provi,60.0,102.0
107,ALDIE,346.0,303.0
107,ALGONKIA,504.0,684.0
107,ARCOLA,1095.0,1794.0
107,ASHBROOK,428.0,903.0
107,ASHBY PO,359.0,411.0
107,BALLS BL,800.0,1032.0
107,BELMONT ,0.0,0.0
107,BETWEEN ,153.0,88.0
107,BRANDON ,391.0,714.0
107,BRIAR WO,635.0,1114.0
107,BROAD RU,603.0,868.0
107,CARDINAL,434.0,597.0
107,CARTER,237.0,640.0
107,CASCADES,735.0,1231.0
107,CEDAR LA,689.0,1108.0
107,CLARKES ,1044.0,730.0
107,CLAUDE M,421.0,930.0
107,COOL SPR,856.0,990.0
107,COUNTRYS,270.0,429.0
107,CREIGHTO,957.0,1662.0
107,Central ,10617.0,18822.0
107,DISCOVER,223.0,301.0
107,DOMINION,824.0,1326.0
107,DRY MILL,392.0,472.0
107,DULLES S,525.0,934.0
107,EAGLE RI,697.0,1087.0
107,EAST LEE,559.0,1273.0
107,EAST LOV,816.0,586.0
107,EVERGREE,616.0,818.0
107,FARMWELL,626.0,1266.0
107,FIREHOUS,358.0,228.0
107,FOREST G,775.0,1313.0
107,FREEDOM,421.0,768.0
107,GALILEE ,547.0,876.0
107,GREENWAY,413.0,524.0
107,HAMILTON,1200.0,962.0
107,HARPER P,486.0,620.0
107,HERITAGE,0.0,0.0
107,HILLSBOR,936.0,636.0
107,HILLSIDE,701.0,986.0
107,HUTCHISO,709.0,1146.0
107,LEE,898.0,992.0
107,LEGACY,968.0,2015.0
107,LIBERTY,437.0,708.0
107,LITTLE R,718.0,932.0
107,LOWES IS,673.0,850.0
107,LUCKETTS,1095.0,929.0
107,LUNSFORD,660.0,1043.0
107,MERCER,707.0,978.0
107,MIDDLEBU,338.0,495.0
107,MILL RUN,346.0,402.0
107,MIRROR R,472.0,1173.0
107,MOOREFIE,0.0,0.0
107,MOUNTAIN,1093.0,805.0
107,Madison',851.0,614.0
107,OAK GROV,167.0,635.0
107,PARK VIE,505.0,912.0
107,PHILOMON,438.0,345.0
107,PINEBROO,1355.0,2135.0
107,POTOMAC ,612.0,1025.0
107,PURCELLV,1038.0,932.0
107,RED ROCK,405.0,637.0
107,RIDGETOP,243.0,626.0
107,RIVER BE,467.0,599.0
107,RIVER CR,802.0,686.0
107,RIVERSID,492.0,696.0
107,ROCK RID,440.0,1113.0
107,ROLLING ,509.0,1260.0
107,ROUND HI,0.0,0.0
107,RUSSELL ,849.0,1193.0
107,SANDERS ,972.0,1250.0
107,SELDENS ,523.0,881.0
107,SENECA,593.0,885.0
107,SMARTS M,662.0,960.0
107,SOUTH BA,710.0,1113.0
107,ST LOUIS,384.0,474.0
107,STERLING,494.0,939.0
107,STONE BR,884.0,1218.0
107,SUGARLAN,0.0,0.0
107,SULLY,611.0,1086.0
107,SYCOLIN ,997.0,705.0
107,TOLBERT,654.0,1345.0
107,TOWN HAL,455.0,636.0
107,TUSCAROR,49.0,38.0
107,UNIVERSI,399.0,834.0
107,WATERFOR,945.0,731.0
107,WELLER,607.0,804.0
107,WEST LEE,698.0,933.0
107,WEST LOV,1229.0,851.0
109,## Provi,1.0,4.0
109,BUMPASS,690.0,193.0
109,CUCKOO,557.0,268.0
109,Central ,983.0,807.0
109,ELK CREE,436.0,153.0
109,FREDERIC,285.0,229.0
109,LOCUST C,824.0,326.0
109,LOUISA #,0.0,0.0
109,MECHANIC,528.0,349.0
109,MINERAL,1105.0,480.0
109,PATRICK ,0.0,0.0
109,SHELTONS,911.0,372.0
109,SOUTH AN,614.0,320.0
109,YANCEYVI,290.0,202.0
109,ZION,977.0,697.0
111,## Provi,0.0,0.0
111,ARROWHEA,214.0,55.0
111,BROWNS S,356.0,192.0
111,Central ,274.0,219.0
111,FLAT ROC,267.0,170.0
111,HOUNDS C,271.0,430.0
111,MEHERRIN,186.0,148.0
111,PEOPLES ,121.0,278.0
111,PLEASANT,351.0,141.0
111,PLYMOUTH,440.0,165.0
111,REEDY CR,162.0,199.0
111,ROSEBUD,306.0,79.0
111,VICTORIA,256.0,151.0
113,## Provi,1.0,1.0
113,BRIGHTWO,852.0,285.0
113,CRIGLERS,359.0,177.0
113,Central ,322.0,297.0
113,ETLAN,234.0,75.0
113,GRAVES M,44.0,13.0
113,MADISON,743.0,390.0
113,OAK PARK,420.0,277.0
113,RADIANT,665.0,347.0
113,ROCHELLE,359.0,136.0
113,WOLFTOWN,420.0,205.0
115,## Provi,2.0,0.0
115,CHESAPEA,667.0,256.0
115,Central ,707.0,387.0
115,PIANKATA,1107.0,496.0
115,WESTVILL,1034.0,424.0
117,## Provi,5.0,15.0
117,AMERICAN,401.0,770.0
117,AVERETT,168.0,20.0
117,BASKERVI,389.0,197.0
117,BLUESTON,0.0,0.0
117,BOYDTON,215.0,225.0
117,BRACEY,731.0,248.0
117,BUFFALO ,248.0,75.0
117,CHASE CI,0.0,0.0
117,CLARKSVI,786.0,342.0
117,Central ,995.0,950.0
117,FINCHLEY,110.0,87.0
117,LACROSSE,374.0,287.0
117,LAKE GAS,222.0,110.0
117,PARK VIE,68.0,125.0
117,PEARSONS,117.0,50.0
117,SMITH CR,164.0,83.0
117,SOUTH CL,374.0,454.0
117,SOUTH HI,788.0,594.0
117,SUNSHINE,322.0,203.0
117,UNION LE,262.0,61.0
117,WRIGHTS ,219.0,241.0
119,## Provi,2.0,1.0
119,401- HAR,513.0,406.0
119,CHURCH V,539.0,419.0
119,Central ,319.0,278.0
119,NEW MARK,903.0,276.0
119,SALUDA,235.0,146.0
